Date	Open	High	Low	Close	Volume	Adj Close
19/10/2012	705.58	706.7	672	681.79	11482200	681.79
18/10/2012	755.54	759.42	676	695	12442400	695
17/10/2012	743.95	756.34	740.26	755.49	2292900	755.49
16/10/2012	740.13	746.99	736.46	744.7	2058200	744.7
15/10/2012	741.94	743.83	730.7	740.98	3019100	740.98
12/10/2012	751.85	754.87	744.1	744.75	2404200	744.75
11/10/2012	752.9	758.5	750.29	751.48	2383900	751.48
10/10/2012	741.86	747.53	738.29	744.56	2039900	744.56
09/10/2012	759.67	761.32	742.53	744.09	3003200	744.09
08/10/2012	761	763.58	754.15	757.84	1958600	757.84
05/10/2012	770.71	774.38	765.01	767.65	2735900	767.65
04/10/2012	762.75	769.89	759.4	768.05	2454200	768.05
03/10/2012	755.72	763.92	752.2	762.5	2208300	762.5
02/10/2012	765.2	765.99	750.27	756.99	2790200	756.99
01/10/2012	759.05	765	756.21	761.78	3168000	761.78
28/09/2012	754.15	759.3	751.15	754.5	2783500	754.5
27/09/2012	759.95	762.84	751.65	756.5	3931100	756.5
26/09/2012	749.85	761.24	741	753.46	5672900	753.46
25/09/2012	753.05	764.89	747.66	749.16	6058500	749.16
24/09/2012	731	750.04	730.25	749.38	3563800	749.38
21/09/2012	732.21	734.92	730.12	733.99	6359100	733.99
20/09/2012	724.47	731.38	721.22	728.12	2907400	728.12
19/09/2012	717.5	728.56	716.41	727.5	3098300	727.5
18/09/2012	707.78	718.66	706.78	718.28	2066800	718.28
17/09/2012	708.11	712.88	705	709.98	1508300	709.98
14/09/2012	709.6	713	707.01	709.68	2618500	709.68
13/09/2012	693.09	709	690.54	706.04	2659000	706.04
12/09/2012	689.41	694.91	680.88	690.88	2642300	690.88
11/09/2012	697.96	700.65	691	692.19	1873800	692.19
10/09/2012	709.76	712.81	698.39	700.77	2560000	700.77
07/09/2012	700	712.25	697.67	706.15	3233000	706.15
06/09/2012	685.96	699.89	684.73	699.4	3043500	699.4
05/09/2012	680	686.5	679.14	680.72	1708200	680.72
04/09/2012	684.55	685	673.5	681.04	1889600	681.04
31/08/2012	684	688.58	680.04	685.09	2127100	685.09
30/08/2012	684.24	687.39	680.18	681.68	1626900	681.68
29/08/2012	677.37	688.99	676.15	688.01	2990300	688.01
28/08/2012	665	677.62	664.74	677.25	2058600	677.25
27/08/2012	662.99	672	659.24	669.22	2613700	669.22
24/08/2012	675.6	680.45	674.08	678.63	1426600	678.63
23/08/2012	674.27	680.48	671	676.8	1784200	676.8
22/08/2012	667.38	680.6	666.7	677.18	1909200	677.18
21/08/2012	673.11	678	662.17	669.51	2222200	669.51
20/08/2012	675.5	678.87	672.66	675.54	1758100	675.54
17/08/2012	674.12	677.25	671.7	677.14	2177700	677.14
16/08/2012	667.51	674.64	667.08	672.87	1717700	672.87
15/08/2012	670.28	674.25	664.1	667.54	2410700	667.54
14/08/2012	659.25	672.85	659	668.66	3661700	668.66
13/08/2012	647.42	660.15	646.68	660.01	3267900	660.01
10/08/2012	638.59	642.24	636.13	642	1434600	642
09/08/2012	644.51	646.37	641.52	642.35	1070300	642.35
08/08/2012	639.05	645.87	638.5	642.23	1322200	642.23
07/08/2012	641.79	644.26	636.47	640.54	1981800	640.54
06/08/2012	639.61	649.38	639.22	642.82	1782400	642.82
03/08/2012	640	643.72	636.14	641.33	1897100	641.33
02/08/2012	625.51	638.03	623.41	628.75	1977700	628.75
01/08/2012	637.3	639.51	631.38	632.68	1844600	632.68
31/07/2012	628.26	636.5	628.22	632.97	1865600	632.97
30/07/2012	636.05	642.6	629.5	632.3	2186700	632.3
27/07/2012	618.89	635	617.5	634.96	3549700	634.96
26/07/2012	615	616.87	610.03	613.36	1685200	613.36
25/07/2012	608.32	613.38	605.37	607.99	1823000	607.99
24/07/2012	615	617.93	604.34	607.57	2009400	607.57
23/07/2012	600.48	618.35	598.25	615.51	3561700	615.51
20/07/2012	608.76	612.94	598.18	610.82	6463700	610.82
19/07/2012	586.14	598.48	586	593.06	4674700	593.06
18/07/2012	576.98	583.69	576.13	580.76	1548200	580.76
17/07/2012	578.43	580.67	568.4	576.73	1680100	576.73
16/07/2012	576.37	579.19	571.78	574.92	1462600	574.92
13/07/2012	572.15	579.15	568.55	576.52	1976000	576.52
12/07/2012	567.12	571.93	562.09	570.48	2309800	570.48
11/07/2012	576.3	577.85	564.94	571.19	3499300	571.19
10/07/2012	590.19	592.43	578.74	581.7	1923100	581.7
09/07/2012	584.95	588.6	581.25	586.01	1715100	586.01
06/07/2012	592.45	593.52	582.82	585.98	2161800	585.98
05/07/2012	588.76	600.06	588.54	595.92	2345900	595.92
03/07/2012	580.01	588.41	578	587.83	1189500	587.83
02/07/2012	581.82	583	576.5	580.47	1655500	580.47
29/06/2012	574.96	580.13	572.2	580.07	2519500	580.07
28/06/2012	565.9	566.23	557.21	564.31	1920900	564.31
27/06/2012	567.7	573.99	566.02	569.3	1692300	569.3
26/06/2012	562.76	566.6	559.48	564.68	1350200	564.68
25/06/2012	567.33	568.09	557.35	560.7	1581600	560.7
22/06/2012	568	571.48	565.82	571.48	2227900	571.48
21/06/2012	579.84	579.84	563.73	565.21	2011300	565.21
20/06/2012	579.81	580	573.51	577.51	2346700	577.51
19/06/2012	573.59	584.28	573.12	581.53	2076200	581.53
18/06/2012	562.62	574.21	559.25	570.85	2496900	570.85
15/06/2012	560.34	564.52	557.09	564.51	3001200	564.51
14/06/2012	561.3	565.07	556.52	559.05	2344900	559.05
13/06/2012	561.72	567	558.68	561.09	1954200	561.09
12/06/2012	569.77	570.3	558.58	565.1	3224200	565.1
11/06/2012	584.21	585.32	566.69	568.5	2661100	568.5
08/06/2012	575.85	581	574.58	580.45	1410400	580.45
07/06/2012	587.6	587.89	577.25	578.23	1758500	578.23
06/06/2012	576.48	581.97	573.61	580.57	2095800	580.57
05/06/2012	575.45	578.13	566.47	570.41	2339900	570.41
04/06/2012	570.22	580.49	570.01	578.59	2432700	578.59
01/06/2012	571.79	572.65	568.35	570.98	3057900	570.98
31/05/2012	588.72	590	579	580.86	2968300	580.86
30/05/2012	588.16	591.9	583.53	588.23	1906700	588.23
29/05/2012	595.81	599.13	588.32	594.34	2605700	594.34
25/05/2012	601	601.73	588.28	591.53	3581900	591.53
24/05/2012	609.16	611.92	598.87	603.66	1891300	603.66
23/05/2012	601.65	609.6	597.12	609.46	3178100	609.46
22/05/2012	613.44	613.81	596	600.8	3051900	600.8
21/05/2012	600.51	615.69	600	614.11	3075400	614.11
18/05/2012	625.1	632.42	596.7	600.4	5973500	600.4
17/05/2012	633.83	637.85	621.23	623.05	3353800	623.05
16/05/2012	617.96	630.1	615.94	628.93	4835100	628.93
15/05/2012	605.35	615	603.75	611.11	2102100	611.11
14/05/2012	600.78	608.5	600.58	604	1824400	604
11/05/2012	610.35	614.55	604.77	605.23	2099400	605.23
10/05/2012	612.96	616.19	610.23	613.66	1535900	613.66
09/05/2012	606.82	616.38	601.81	609.15	2328800	609.15
08/05/2012	605.53	616.9	600.7	612.79	2677300	612.79
07/05/2012	595	610.57	595	607.55	1994500	607.55
04/05/2012	605.92	607.89	596.81	596.97	2207400	596.97
03/05/2012	609.62	614.83	608.95	611.02	1868000	611.02
02/05/2012	601.2	608.11	600.61	607.26	1611500	607.26
01/05/2012	603.79	611.6	600.19	604.43	2002300	604.43
30/04/2012	612.99	616.08	600.61	604.85	2407300	604.85
27/04/2012	615.02	616.74	610.6	614.98	1636400	614.98
26/04/2012	610.91	618	609.7	615.47	2092500	615.47
25/04/2012	604	611.35	602.88	609.72	1821100	609.72
24/04/2012	598.24	606.63	597.32	601.27	1929100	601.27
23/04/2012	592.9	598.45	590.2	597.6	2197800	597.6
20/04/2012	604.25	608.85	595.83	596.06	3058400	596.06
19/04/2012	605.69	616.26	599	599.3	3294600	599.3
18/04/2012	608.05	612.8	602.81	607.45	2669500	607.45
17/04/2012	608.56	617.69	607.01	609.57	3023900	609.57
16/04/2012	623	623.81	601.66	606.07	5692100	606.07
13/04/2012	647.55	648.99	623.54	624.6	8159300	624.6
12/04/2012	642.35	653.14	640.26	651.01	5756600	651.01
11/04/2012	633.97	636	631.3	635.96	2199000	635.96
10/04/2012	633.52	634.5	624.55	626.86	2482000	626.86
09/04/2012	628.48	635.33	625.29	630.84	2182700	630.84
05/04/2012	632.24	636.43	628.57	632.32	2318700	632.32
04/04/2012	638.45	639	631.1	635.15	1627600	635.15
03/04/2012	645.41	647.95	638.64	642.62	2044900	642.62
02/04/2012	640.77	647.5	634.84	646.92	2284200	646.92
30/03/2012	651.75	653.49	641	641.24	2310700	641.24
29/03/2012	653.44	656.59	644.3	648.41	1924300	648.41
28/03/2012	652.03	658.59	651.08	655.76	2538900	655.76
27/03/2012	647.03	653.5	644.8	647.02	2007200	647.02
26/03/2012	645	649.49	639.54	649.33	1819200	649.33
23/03/2012	646.6	648.5	640.9	642.59	1940200	642.59
22/03/2012	638.5	648.8	631	646.05	2410200	646.05
21/03/2012	634.61	647.39	632.51	639.98	2469600	639.98
20/03/2012	630.92	636.06	627.27	633.49	1540500	633.49
19/03/2012	623.12	637.27	621.24	633.98	2172800	633.98
16/03/2012	620.89	625.91	620.05	625.04	3050500	625.04
15/03/2012	616.6	623.5	614.83	621.13	2435100	621.13
14/03/2012	615	622.78	613.46	615.99	2936900	615.99
13/03/2012	608.75	617.85	605.55	617.78	2245800	617.78
12/03/2012	600	607	599.26	605.15	1669000	605.15
09/03/2012	607.95	611.9	600	600.25	2670600	600.25
08/03/2012	610.04	611.5	606.35	607.14	1345500	607.14
07/03/2012	609.05	611.19	605.86	606.8	1264500	606.8
06/03/2012	608.05	608.81	593.84	604.96	3174400	604.96
05/03/2012	620.43	622.49	611.38	614.25	1593300	614.25
02/03/2012	622	624	620.32	621.25	1573300	621.25
01/03/2012	622.26	625.7	618.15	622.4	2237700	622.4
29/02/2012	618.6	625.6	615.5	618.25	3136900	618.25
28/02/2012	610	619.77	607.68	618.39	2847600	618.39
27/02/2012	606.59	612.36	605.06	609.31	1813900	609.31
24/02/2012	607.35	611.65	605.51	609.9	1935600	609.9
23/02/2012	607	607.94	600.35	606.11	2055000	606.11
22/02/2012	611.96	616.78	606.71	607.94	1967000	607.94
21/02/2012	603.87	617.88	602.88	614	2480800	614
17/02/2012	604.97	607.63	602.4	604.64	2449100	604.64
16/02/2012	602.82	608.81	597.73	606.52	2530900	606.52
15/02/2012	612.93	612.93	602.56	605.56	2425900	605.56
14/02/2012	611.54	612	604.76	609.76	1803700	609.76
13/02/2012	610.5	613.84	610.02	612.2	1816300	612.2
10/02/2012	607.88	608.13	604	605.91	2325200	605.91
09/02/2012	612.02	614.5	609	611.46	2264700	611.46
08/02/2012	608.64	611.35	604.74	609.85	1836400	609.85
07/02/2012	607.15	609.39	603.76	606.77	2092100	606.77
06/02/2012	595.01	610.83	594.01	609.09	3679600	609.09
03/02/2012	590.66	597.07	588.05	596.33	3168500	596.33
02/02/2012	584.87	586.41	582.08	585.11	2414700	585.11
01/02/2012	584.94	585.5	579.14	580.83	2320700	580.83
31/01/2012	583	584	575.15	580.11	2142400	580.11
30/01/2012	578.05	580	573.4	577.69	2330500	577.69
27/01/2012	570.78	580.32	569.33	579.98	3617500	579.98
26/01/2012	571.98	574.48	564.55	568.1	3226200	568.1
25/01/2012	577.51	578.71	566.38	569.49	4987700	569.49
24/01/2012	586.32	587.68	578	580.93	3055800	580.93
23/01/2012	586	588.66	583.16	585.52	3412900	585.52
20/01/2012	590.53	591	581.7	585.99	10576300	585.99
19/01/2012	640.99	640.99	631.46	639.57	6305300	639.57
18/01/2012	626.63	634	622.12	632.91	2761700	632.91
17/01/2012	631.98	631.98	625.68	628.58	1909300	628.58
13/01/2012	626.26	626.95	621.06	624.99	2307300	624.99
12/01/2012	631.22	632.89	626.5	629.64	1875200	629.64
11/01/2012	623.5	629.39	621.12	625.96	2400000	625.96
10/01/2012	629.75	633.8	616.91	623.14	4395600	623.14
09/01/2012	646.5	647	621.23	622.46	5822600	622.46
06/01/2012	659.15	660	649.79	650.02	2692900	650.02
05/01/2012	662.13	663.97	656.23	659.01	3282900	659.01
04/01/2012	665.03	670.25	660.62	668.28	2864000	668.28
03/01/2012	652.94	668.15	652.37	665.41	3676500	665.41
